,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
64,65,65,m278354,7a1d7d58-f80c-47a6-933b-cf5e77d057a7,aulander,nc,hertford,27805,36.20782,-77.08433,3761,suburban,america/new_york,forest/woodland manager,1.0,43.0,regular high school diploma,full time,34883.69,divorced,female,no,14.22358433,13,0,0,yes,month-to-month,no,yes,nan,yes,no,no,no,yes,no,no,yes,yes,electronic check,36.19603,128.1616569,1083.610268,4,4,4,3,4,4,3,3
65,66,66,w604879,65a865fb-9376-4428-b1ee-0049a7c55176,mokelumne hill,ca,calaveras,95245,38.29793,-120.62131,1851,urban,america/los_angeles,"designer, graphic",2.0,53.0,"9th grade to 12th grade, no diploma",full time,33186.785,never married,male,no,9.701727666,14,1,0,no,two year,yes,no,dsl,yes,yes,no,yes,yes,no,yes,no,no,bank transfer(automatic),7.916533093,185.1946788,1570.641337,3,4,3,3,4,4,4,3
66,67,67,x345797,71895f94-c853-4e94-85ef-3fab52301614,wheeling,il,cook,60090,42.1295,-87.92197,38476,suburban,america/chicago,"civil engineer, consulting",3.0,70.0,regular high school diploma,full time,10964.73,married,female,yes,7.029314673,11,0,1,no,month-to-month,yes,no,fiber optic,yes,yes,no,no,yes,yes,yes,yes,yes,bank transfer(automatic),4.471254161,265.9812978,1007.425553,3,3,2,4,4,3,3,3
67,68,68,n189653,941c7516-20c5-47d4-a063-5f3dc7bfc47a,nevada,mo,vernon,64772,37.82945,-94.33173,13547,urban,america/chicago,science writer,1.0,53.0,"9th grade to 12th grade, no diploma",full time,33186.785,widowed,male,yes,10.76672425,19,1,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,yes,yes,no,bank transfer(automatic),10.79028074,207.5721417,1323.028419,4,4,3,6,2,5,7,4
68,69,69,m562102,df3742f5-e551-4ecc-90fe-eea710b6d9fc,slaton,tx,lubbock,79364,33.45204,-101.64305,7801,urban,america/chicago,health and safety inspector,0.0,48.0,"some college, less than 1 year",unemployed,52636.6,separated,male,no,7.802308089,17,0,1,no,month-to-month,yes,yes,dsl,yes,yes,yes,no,no,no,yes,no,no,electronic check,12.24190682,152.3606978,1808.730555,3,1,2,2,5,2,2,1
69,70,70,x67911,14e03b7a-04b1-4dae-8c20-41ad7e3f69b1,gillette,wy,campbell,82716,44.48072,-105.68542,17823,suburban,america/denver,"administrator, civil service",1.0,63.0,"some college, 1 or more years, no degree",retired,19048.13,separated,female,yes,9.793779624,18,2,1,no,month-to-month,yes,no,dsl,yes,no,no,no,yes,no,yes,yes,yes,credit card (automatic),2.203859443,198.6516357,1120.241472,4,4,4,5,4,4,4,3
70,71,71,o834546,eeeb8da7-926a-44a7-8d86-68f1eecc7055,roseburg,or,douglas,97470,43.22975,-123.23433,20269,urban,america/los_angeles,technical sales engineer,4.0,60.0,"some college, 1 or more years, no degree",full time,42784.82,married,female,yes,5.824350345,12,0,0,no,one year,yes,yes,nan,yes,no,yes,yes,no,yes,yes,yes,no,electronic check,23.92132231,212.350527,2676.789803,5,5,6,5,3,7,5,5
71,72,72,i493092,819fd181-eecf-497c-a453-ada4517d9c06,north royalton,oh,cuyahoga,44133,41.31414,-81.74522,30225,rural,america/new_york,special educational needs teacher,0.0,87.0,regular high school diploma,full time,77996.88,divorced,male,yes,7.013094993,17,0,0,yes,one year,yes,no,dsl,yes,yes,no,yes,no,yes,yes,yes,yes,bank transfer(automatic),3.7311787,254.1636111,1268.086909,3,3,4,5,4,3,5,4
72,73,73,h787644,2456727b-d909-43a0-9f62-d2e57c9ef757,cadiz,oh,harrison,43907,40.25609,-81.02123,5760,suburban,america/new_york,outdoor activities/education manager,3.0,54.0,associate's degree,unemployed,47507.3,married,female,no,32.03094504,9,0,0,no,two year,yes,no,fiber optic,yes,no,no,yes,no,no,no,no,yes,bank transfer(automatic),36.19603,162.6137295,822.6771666,2,3,3,3,5,2,2,3
73,74,74,n582710,867d0b20-ffdd-478b-b5e8-ad80ca7ff50e,homestead,mt,sheridan,59242,48.43505,-104.4389,61,urban,america/denver,"civil engineer, consulting",3.0,53.0,associate's degree,full time,7724.73,divorced,male,yes,7.700593432,9,0,1,no,month-to-month,yes,no,fiber optic,yes,no,no,yes,yes,yes,yes,yes,yes,electronic check,36.19603,256.579456,3382.424,4,3,2,3,3,3,3,4
74,75,75,t689606,fd741cf9-5663-472f-94e8-5977c1499a74,san diego,ca,san diego,92131,32.89431,-117.08013,34359,urban,america/los_angeles,maintenance engineer,1.0,70.0,regular high school diploma,full time,1509.52,never married,male,yes,12.05902236,16,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,yes,yes,no,no,yes,no,bank transfer(automatic),2.378630018,214.1022755,3382.424,4,4,4,5,2,3,4,4
75,76,76,e330599,99348a66-489f-42a7-894a-178bc1ba030c,inglewood,ca,los angeles,90303,33.9381,-118.3323,24693,rural,america/los_angeles,sports therapist,2.0,67.0,regular high school diploma,retired,81124.71,married,female,yes,13.64707199,13,0,0,no,one year,yes,yes,dsl,yes,yes,yes,yes,yes,yes,yes,yes,yes,electronic check,5.43464555,271.3744783,1648.102673,3,3,4,3,5,3,3,4
76,77,77,c641592,77618d0f-b884-47ba-ad1b-7029b27512f8,catlett,va,fauquier,20119,38.6184,-77.62493,4235,rural,america/new_york,"engineer, communications",4.0,46.0,regular high school diploma,part time,11795.57,widowed,female,yes,9.033079233,11,0,0,no,two year,no,no,nan,yes,no,no,no,yes,yes,yes,yes,yes,electronic check,1.092361222,201.5905907,768.0874545,1,1,2,2,3,1,3,2
77,78,78,e24772,6f3cb471-a76a-480a-8042-cb64a5a43175,rockfield,ky,warren,42274,36.94686,-86.60235,2193,urban,america/chicago,oceanographer,1.0,53.0,associate's degree,full time,33186.785,never married,male,no,6.796336078,10,2,1,no,two year,no,no,dsl,yes,no,no,yes,no,no,no,yes,no,bank transfer(automatic),20.13981517,149.2913801,2426.030626,2,2,3,4,3,3,4,4
78,79,79,a889769,10eabf96-a37f-457f-b30b-b14113ea9ef5,concord,il,morgan,62631,39.82437,-90.36129,273,rural,america/chicago,archaeologist,1.0,24.0,regular high school diploma,full time,19038.78,never married,female,yes,13.69012091,18,1,0,no,month-to-month,no,yes,fiber optic,yes,yes,no,no,no,no,yes,yes,yes,mailed check,24.64873861,240.7606959,3382.424,4,4,5,1,4,4,3,3
79,80,80,g391761,31eeb895-3c43-4aa5-91de-59b6782b4467,little falls,mn,morrison,56345,45.98881,-94.37486,14557,rural,america/chicago,personal assistant,0.0,20.0,associate's degree,part time,79167.77,divorced,male,no,13.64419363,17,0,0,no,month-to-month,no,yes,fiber optic,yes,no,yes,no,yes,no,no,no,yes,credit card (automatic),9.677739656,126.242338,1129.549713,3,4,3,4,5,4,3,3
80,81,81,a606860,67203a0f-8d33-4cae-b0af-f090e77b213a,orlando,fl,orange,32804,28.57725,-81.39726,17653,urban,america/new_york,animal nutritionist,1.0,53.0,master's degree,full time,37428.26,married,female,yes,14.85470353,13,2,1,no,one year,yes,no,dsl,yes,no,no,no,no,no,yes,yes,no,electronic check,9.82814183,188.6701828,1771.286466,3,4,3,2,5,3,3,4
81,82,82,e186097,92807e76-e79e-41a5-9385-51da617ab9ce,millsboro,pa,washington,15348,39.9883,-79.99619,285,rural,america/new_york,hydrologist,1.0,53.0,master's degree,full time,45148.38,divorced,male,no,17.35455406,6,1,0,no,month-to-month,yes,no,fiber optic,yes,yes,no,no,yes,yes,no,no,no,credit card (automatic),7.832238337,171.6836341,943.3391244,3,3,3,4,4,3,4,4
82,83,83,i627613,cdb3af59-9a91-4205-b4d9-5eb4d611a3cc,sagola,mi,dickinson,49881,46.07835,-88.03348,320,urban,america/menominee,arts development officer,5.0,53.0,nursery school to 8th grade,student,74855.47,separated,female,no,7.117737737,13,3,0,no,two year,yes,no,fiber optic,yes,yes,no,no,no,yes,no,yes,no,mailed check,19.45250317,191.0610724,1907.226083,4,4,4,3,1,5,4,4
83,84,84,z188641,5aab7733-9356-4ca2-96ba-aaa6832fa61f,magnolia,ky,hart,42757,37.40057,-85.72074,2863,urban,america/chicago,herpetologist,4.0,71.0,regular high school diploma,retired,33186.785,divorced,male,no,7.949187078,10,1,0,no,month-to-month,no,yes,dsl,yes,no,yes,no,yes,yes,no,no,yes,credit card (automatic),14.34766616,119.689113,1885.939118,4,4,3,3,4,3,2,5
84,85,85,a740543,935bafa1-e020-4ba2-95e6-8855e6083762,gypsum,ks,saline,67448,38.65158,-97.41275,1206,suburban,america/chicago,medical sales representative,1.0,32.0,regular high school diploma,full time,71596.14,divorced,female,no,8.999994263,11,0,0,no,one year,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,no,no,no,bank transfer(automatic),2.257358355,195.4035452,631.7435653,5,3,5,5,3,3,5,2
85,86,86,w681476,7d403a84-003b-402a-8432-24380e4da3b0,alexandria,va,fairfax,22306,38.75669,-77.0929,35279,rural,america/new_york,"scientist, research (physical sciences)",1.0,33.0,associate's degree,full time,10389.95,never married,male,no,4.274255962,15,1,0,no,one year,no,no,fiber optic,yes,no,yes,no,no,no,yes,no,yes,credit card (automatic),2.358129018,138.1911656,3382.424,3,3,4,3,3,4,3,6
86,87,87,g842176,7f9581be-4e3f-4f0a-9c55-939e16f033a0,shade gap,pa,huntingdon,17255,40.1613,-77.86247,1049,suburban,america/new_york,solicitor,3.0,67.0,nursery school to 8th grade,full time,19657.14,widowed,male,no,15.45723779,12,3,0,no,month-to-month,no,no,nan,yes,no,no,yes,no,yes,no,no,yes,bank transfer(automatic),4.650578623,115.8369419,593.8572264,3,3,2,2,5,4,2,3
87,88,88,z852663,bf3ea9ec-a4a7-4514-8176-2d8d8f113323,chicago,il,cook,60636,41.77576,-87.66912,32203,suburban,america/chicago,higher education lecturer,0.0,66.0,bachelor's degree,retired,27827.03,divorced,female,yes,7.703726062,13,1,1,no,month-to-month,yes,no,nan,yes,yes,no,no,no,no,yes,yes,no,electronic check,3.721772616,208.068307,777.3060718,4,3,3,6,1,4,3,3
88,89,89,c73741,1ca2e70f-6207-4514-a8ce-e97244a56251,waterbury,ct,new haven,6704,41.5865,-73.03305,25576,rural,america/new_york,"nurse, adult",1.0,53.0,regular high school diploma,full time,33186.785,separated,female,yes,8.926117575,12,4,0,no,month-to-month,yes,no,dsl,yes,no,no,no,no,no,yes,yes,yes,electronic check,3.76663012,187.6215728,1393.202392,4,4,4,3,3,3,3,5
89,90,90,w258972,c4c9f72f-9d25-4e86-b0dc-278ad1794358,litchfield,ca,lassen,96117,40.54621,-120.23999,319,urban,america/los_angeles,automotive engineer,0.0,61.0,regular high school diploma,full time,19815.63,never married,female,no,12.74200169,13,0,2,no,one year,yes,yes,fiber optic,yes,no,no,yes,no,no,no,no,yes,bank transfer(automatic),4.151256695,136.0997678,393.6524652,3,2,3,4,3,4,5,4
90,91,91,g491883,0319a159-cefc-4d57-804b-c5a16de84ca6,greensboro,nc,guilford,27410,36.11785,-79.89432,55519,rural,america/new_york,chiropodist,0.0,75.0,"some college, less than 1 year",unemployed,58482.9,separated,female,yes,7.83211249,13,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,no,yes,no,no,yes,yes,mailed check,2.188918771,192.0084484,3382.424,3,3,3,3,3,4,3,3
91,92,92,c302549,1ab894a8-1876-4de7-9e93-2cae49e6cbc2,seekonk,ma,bristol,2771,41.83778,-71.31735,15210,urban,america/new_york,therapeutic radiographer,1.0,63.0,regular high school diploma,student,33186.785,widowed,female,yes,13.60393581,9,1,0,no,month-to-month,yes,yes,dsl,no,no,no,yes,yes,no,yes,yes,yes,mailed check,13.85488928,221.0353527,2138.107161,3,2,3,2,4,3,2,4
92,93,93,k581313,87ec7c0f-2780-4909-9bf3-5369082eab90,reading,mi,hillsdale,49274,41.83849,-84.76277,3499,suburban,america/detroit,"designer, television/film set",0.0,68.0,"some college, less than 1 year",student,115510.46,separated,female,no,5.655483352,3,1,0,no,two year,yes,no,fiber optic,yes,no,yes,no,no,yes,no,yes,yes,electronic check,3.273341151,163.0404044,443.984031,2,2,2,4,3,3,4,3
93,94,94,t46150,ca0b9ed3-3abc-49d1-84b2-053535772ee0,shreveport,la,caddo,71104,32.48494,-93.73255,14479,suburban,america/chicago,"education officer, environmental",2.0,32.0,associate's degree,full time,33186.785,never married,male,yes,8.065866812,7,1,1,no,two year,yes,no,dsl,yes,yes,no,yes,yes,no,no,no,no,electronic check,19.75096265,161.1025056,2481.385603,2,2,3,3,3,3,3,3
94,95,95,b260505,e572a5e1-a17d-4813-b077-af6c45596135,san antonio,fl,pasco,33576,28.32589,-82.32911,4654,suburban,america/new_york,colour technologist,1.0,53.0,professional school degree,part time,33186.785,never married,male,no,11.47541549,7,1,0,no,two year,no,yes,dsl,yes,yes,no,no,yes,yes,no,yes,yes,mailed check,18.38404445,186.6210869,2233.567181,3,2,3,4,2,4,5,3
95,96,96,w877056,728fccac-151c-4743-8c4a-ebf5af17ec9d,dallas,tx,dallas,75212,32.78137,-96.87917,26320,suburban,america/chicago,academic librarian,0.0,29.0,regular high school diploma,full time,24270.88,divorced,female,yes,10.37979788,13,0,0,no,month-to-month,no,no,fiber optic,yes,no,yes,yes,yes,no,yes,yes,yes,credit card (automatic),4.672610857,244.4658583,3382.424,5,5,4,5,1,5,5,4
96,97,97,m478246,fb749668-dbf8-448a-bc59-5bdba08f7e0b,claytonville,il,iroquois,60926,40.57234,-87.80962,35,rural,america/chicago,mudlogger,0.0,53.0,regular high school diploma,full time,54466.33,married,female,no,8.657901827,17,0,1,no,month-to-month,no,no,fiber optic,yes,no,no,no,yes,no,no,no,no,electronic check,6.796299371,124.8019028,529.40733,4,4,4,3,2,4,3,4
97,98,98,n417817,832e769e-3b90-47cc-8f70-12e77fbd52a2,beaverville,il,iroquois,60912,40.97003,-87.59935,521,suburban,america/chicago,"designer, textile",10.0,23.0,professional school degree,part time,64816.84,divorced,male,yes,6.398436616,14,1,1,no,month-to-month,no,no,fiber optic,yes,no,yes,yes,yes,yes,yes,no,no,mailed check,36.19603,188.611913,1956.7337,3,2,2,4,3,2,3,2
98,99,99,r180138,7def992e-acd6-4b3e-9d01-68812f5fd2ff,fayetteville,nc,cumberland,28301,35.07431,-78.88358,17600,rural,america/new_york,chief strategy officer,1.0,80.0,"some college, 1 or more years, no degree",retired,103311.26,never married,male,no,9.33803434,15,1,0,no,month-to-month,no,no,fiber optic,yes,no,yes,yes,yes,yes,no,no,yes,mailed check,20.31163945,162.443765,2056.386979,5,4,4,3,4,4,5,5
99,100,100,n931384,d280a01b-3e7a-4303-b8b1-62ca5f99597c,stanley,nd,mountrail,58784,48.36433,-102.42437,3324,suburban,america/chicago,"loss adjuster, chartered",0.0,20.0,master's degree,full time,33186.785,never married,male,no,12.24404403,11,1,1,no,one year,no,no,fiber optic,yes,yes,no,no,yes,no,yes,no,yes,electronic check,6.998814446,180.2362145,1067.373076,3,4,3,5,2,6,6,6
100,101,101,o967373,57582d0e-06d5-453f-934f-cd35554c860c,birmingham,al,shelby,35242,33.42521,-86.67144,55122,urban,america/chicago,pharmacologist,1.0,69.0,nursery school to 8th grade,full time,58077.38,separated,male,yes,10.82210354,12,1,1,no,month-to-month,no,no,nan,no,no,no,yes,yes,yes,yes,yes,yes,credit card (automatic),14.46288204,222.7999248,1806.135733,3,2,3,5,3,4,4,3
101,102,102,g695985,a722aa28-8556-4560-9eca-d33fb02d1c1e,calhoun,ky,mclean,42327,37.58745,-87.30164,4038,urban,america/chicago,hydrographic surveyor,1.0,53.0,bachelor's degree,full time,43466.35,never married,male,no,14.2128601,10,1,0,no,one year,no,no,fiber optic,yes,yes,no,no,yes,no,yes,no,yes,bank transfer(automatic),11.13472066,182.8863727,1397.701335,3,4,4,4,3,4,2,3
102,103,103,p33478,de982f12-12d6-489d-b4ee-e68a97898c45,ozone park,ny,queens,11417,40.67637,-73.84441,31927,urban,america/new_york,"engineer, manufacturing",0.0,53.0,bachelor's degree,full time,23289.77,divorced,female,yes,12.58013188,19,1,0,no,month-to-month,no,yes,nan,yes,yes,no,no,yes,no,yes,yes,yes,mailed check,2.542296644,220.3400058,3382.424,2,4,3,2,3,3,5,3
103,104,104,k100436,4f87c1f9-6f12-433a-950e-d543319f5362,buckhannon,wv,upshur,26201,39.00049,-80.20387,19904,rural,america/new_york,research scientist (medical),2.0,25.0,regular high school diploma,full time,49158.49,separated,male,no,11.2210066,9,1,0,no,two year,no,no,fiber optic,yes,no,no,yes,no,no,no,yes,yes,electronic check,36.19603,170.9110193,1886.531937,4,4,3,4,3,3,3,4
104,105,105,l475907,50d17517-42e8-41ee-b3e1-51380935f604,pleasant hill,mo,cass,64080,38.76701,-94.25448,13000,suburban,america/chicago,wellsite geologist,1.0,53.0,bachelor's degree,full time,3805.84,divorced,male,yes,15.66159152,16,0,2,no,month-to-month,yes,no,fiber optic,no,yes,no,yes,yes,no,yes,no,yes,mailed check,22.79214163,205.7639543,2294.781131,3,3,3,3,2,4,4,4
105,106,106,a78095,c7588553-d2c4-44aa-bc57-92d9a450da0b,valparaiso,ne,saunders,68065,41.07317,-96.83986,1444,urban,america/chicago,"embryologist, clinical",3.0,71.0,ged or alternative credential,retired,52616.27,widowed,male,yes,5.535347323,10,2,1,no,month-to-month,no,no,fiber optic,yes,yes,no,yes,yes,no,yes,no,no,electronic check,3.823689744,203.7817651,826.3438621,3,5,3,2,4,2,4,2
106,107,107,x742990,b93e919c-6a5c-4cd7-9bfa-32894cdec20d,buchanan,ny,westchester,10511,41.26302,-73.94368,2158,urban,america/new_york,occupational psychologist,3.0,53.0,"some college, 1 or more years, no degree",full time,30550.42,widowed,female,yes,8.06201289,18,1,0,no,month-to-month,no,no,dsl,yes,yes,yes,yes,no,no,yes,yes,no,credit card (automatic),10.77094687,245.0660727,3382.424,3,3,2,4,3,2,4,3
107,108,108,p347346,4adf59ca-778b-42d1-b4dd-e323767f014d,west baden springs,in,orange,47469,38.61776,-86.61282,1800,urban,america/indiana/indianapolis,environmental health practitioner,2.0,56.0,"some college, 1 or more years, no degree",student,12154.01,divorced,prefer not to answer,yes,13.04270304,11,0,2,no,month-to-month,no,yes,nan,yes,yes,no,yes,no,yes,yes,no,yes,bank transfer(automatic),13.08671185,170.9069787,1436.793746,4,4,3,3,5,3,2,2
108,109,109,o235183,31f4132d-f26a-4fe0-af22-3a01989b7258,nolan,tx,nolan,79537,32.29188,-100.21075,30,suburban,america/chicago,"sales professional, it",0.0,42.0,regular high school diploma,full time,30649.31,married,male,yes,13.73417339,9,2,2,no,month-to-month,yes,no,dsl,no,yes,no,no,no,yes,no,yes,no,bank transfer(automatic),14.76468813,173.540759,1963.332683,4,3,4,3,5,4,2,3
109,110,110,r776311,acef0ce4-51a5-4fef-84ea-bb1dfe479bca,flat rock,al,jackson,35966,34.79657,-85.67879,3682,suburban,america/chicago,advertising copywriter,3.0,33.0,associate's degree,part time,31417.33,married,male,yes,11.35797937,14,0,0,no,month-to-month,no,no,fiber optic,yes,yes,no,no,yes,yes,yes,no,yes,electronic check,9.473091121,194.3065983,1324.164906,2,2,2,2,4,2,3,2
110,111,111,c25146,8d831d69-21b5-4bec-bbfc-44c636c75c3e,centreville,va,fairfax,20120,38.85433,-77.47715,41733,urban,america/new_york,"radiographer, therapeutic",1.0,47.0,associate's degree,full time,55861.19,divorced,male,no,13.82441538,16,1,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,yes,no,yes,bank transfer(automatic),5.197446331,135.5831384,704.9375603,4,4,4,4,3,3,4,3
111,112,112,e722502,711c124e-f93c-48e0-8055-b690fccf4225,angora,mn,st. louis,55703,47.74202,-92.78159,630,urban,america/chicago,english as a second language teacher,1.0,53.0,bachelor's degree,student,9044.26,widowed,female,yes,12.83804501,18,3,1,no,two year,yes,yes,fiber optic,yes,yes,no,no,yes,no,no,yes,yes,credit card (automatic),6.577552683,194.0043524,3382.424,3,4,4,4,2,3,4,4
112,113,113,d515341,43e421ce-f3c6-46f4-8eaa-1ca2a141269d,rice lake,wi,barron,54868,45.52596,-91.71346,15383,rural,america/chicago,occupational therapist,1.0,63.0,associate's degree,full time,33186.785,never married,female,yes,8.357284687,10,1,0,no,month-to-month,yes,no,fiber optic,yes,no,no,no,no,yes,no,yes,no,mailed check,3.174571918,158.0420478,377.0810282,4,3,4,2,3,3,3,3
113,114,114,u972291,9f6c3100-9e67-4db4-bafd-47c929332d84,middlefield,ma,hampshire,1243,42.35146,-73.02322,257,urban,america/new_york,armed forces logistics/support/administrative officer,1.0,53.0,"some college, 1 or more years, no degree",full time,33186.785,widowed,male,no,8.32819175,9,0,0,no,month-to-month,no,no,fiber optic,yes,no,no,no,no,no,no,no,yes,bank transfer(automatic),17.88002366,113.2171506,1606.489936,3,3,3,3,3,3,3,4
114,115,115,n374641,26b6fe37-eb18-4dc1-909a-942ed707ea29,canaseraga,ny,allegany,14822,42.43085,-77.84964,1012,urban,america/new_york,technical author,0.0,67.0,"some college, less than 1 year",full time,12527.51,divorced,male,yes,10.54819139,14,2,0,yes,month-to-month,no,no,fiber optic,yes,no,yes,yes,no,yes,yes,no,yes,mailed check,13.12190056,175.1031837,1431.409396,5,4,4,3,3,5,3,4
115,116,116,r736057,9fd23c24-e908-445d-aeb9-fb012159f6d4,rocky mount,va,franklin,24151,36.95739,-79.86453,20327,urban,america/new_york,regulatory affairs officer,0.0,56.0,"some college, less than 1 year",full time,35499.06,divorced,female,no,7.664895103,13,3,0,yes,month-to-month,no,no,fiber optic,yes,no,yes,yes,no,no,yes,no,no,credit card (automatic),23.34617699,162.9713747,2253.85247,6,5,4,4,4,3,5,3
116,117,117,k401117,05669b20-e56a-439e-b9e4-ff6a3dd483e1,hope,ky,montgomery,40334,38.01464,-83.76565,69,urban,america/new_york,sales promotion account executive,1.0,24.0,"9th grade to 12th grade, no diploma",full time,33186.785,married,female,no,9.418424281,10,1,0,yes,one year,yes,yes,dsl,yes,yes,no,no,yes,no,no,no,yes,mailed check,6.311709178,137.0944878,1353.29384,5,5,4,3,3,3,3,3
117,118,118,o17401,2146b03d-4fae-41b9-a872-b928843fa56a,pleasant dale,ne,seward,68423,40.80268,-96.95214,1130,urban,america/chicago,"optician, dispensing",1.0,79.0,"9th grade to 12th grade, no diploma",part time,51237.28,divorced,female,no,11.53243433,12,3,0,no,two year,no,yes,fiber optic,yes,yes,no,yes,yes,no,yes,yes,yes,electronic check,12.58298231,276.0538352,1701.457566,4,5,4,4,1,4,4,4
